Compliance_ID,Audit_Date,Company,Department,Plant,Deviation_Type,Severity,Root_Cause,CAPA_Status,Closure_Date,Compliance_Status,Risk_Score,Product,Batch_Number,Auditor,Remarks
CMP01363,2024-07-16,GSK,Production,Chennai,Calibration,Low,Equipment Failure,Open,2024-07-17,Compliant,27,Injection,BT67324,Anil,No Remarks
CMP01365,2025-06-20,Cipla,Production,Pune,Cleaning,Low,Training Issue,Open,2025-06-25,Non-Compliant,57,Injection,BT18337,Priya,Urgent
CMP01370,2025-01-17,Cipla,Packaging,Hyderabad,Equipment,High,Documentation Error,In Progress,2025-01-21,Compliant,100,Capsule,BT68288,Priya,No Remarks
CMP01371,2025-08-04,Sun Pharma,R&D,Pune,SOP,High,Documentation Error,In Progress,2025-08-27,Compliant,86,Ointment,BT65881,Priya,No Remarks
CMP01373,2025-04-07,Novartis,Production,Pune,Calibration,Critical,Human Error,In Progress,2025-04-29,Compliant,49,Injection,BT93901,Anil,No Remarks
CMP01374,2024-10-19,Sun Pharma,Production,Hyderabad,SOP,Medium,Equipment Failure,Closed,2024-11-17,Non-Compliant,98,Ointment,BT38200,Anil,No Remarks
CMP01377,2024-02-21,Abbott,Production,Pune,Validation,Low,Training Issue,Open,2024-02-28,Compliant,78,Capsule,BT70632,Ravi,Urgent
CMP01386,2025-02-12,Aurobindo Pharma,Warehouse,Bangalore,Equipment,Critical,Human Error,Open,2025-02-25,Non-Compliant,20,Injection,BT28141,Sneha,Follow SOP
CMP01388,2024-02-21,Dr. Reddy's,Production,Hyderabad,Documentation,High,Documentation Error,In Progress,2024-03-17,Compliant,54,Tablet,BT76049,Ravi,Requires Review
CMP01390,2024-10-17,Novartis,Warehouse,Pune,Equipment,Critical,Equipment Failure,Open,2024-11-05,Compliant,27,Syrup,BT28180,Sneha,Urgent
CMP01397,2025-04-03,Novartis,Packaging,Chennai,SOP,High,Documentation Error,Closed,2025-04-23,Non-Compliant,83,Tablet,BT63154,Sneha,Urgent
CMP01398,2025-05-05,Aurobindo Pharma,Production,Pune,SOP,Critical,Documentation Error,In Progress,2025-05-28,Non-Compliant,4,Syrup,BT93870,Priya,Urgent
CMP01399,2025-02-15,Mylan,Packaging,Vizag,Cleaning,Medium,Documentation Error,Open,2025-02-21,Non-Compliant,42,Capsule,BT82128,Kiran,No Remarks
CMP01402,2024-05-22,Lupin,QC,Chennai,Cleaning,Critical,Human Error,Open,2024-06-10,Non-Compliant,100,Tablet,BT89097,Priya,Follow SOP
CMP01403,2024-10-03,Sun Pharma,R&D,Vizag,Calibration,Medium,Human Error,Open,2024-10-23,Compliant,3,Tablet,BT29651,Anil,No Remarks
CMP01404,2024-03-06,Novartis,Packaging,Chennai,Equipment,Critical,Equipment Failure,Open,2024-03-27,Compliant,30,Syrup,BT89262,Priya,No Remarks
CMP01409,2025-04-29,Novartis,Production,Chennai,Validation,Critical,Equipment Failure,In Progress,2025-05-11,Non-Compliant,39,Syrup,BT88258,Anil,No Remarks
CMP01412,2024-12-09,Pfizer,QC,Hyderabad,Calibration,Low,Equipment Failure,In Progress,2024-12-27,Compliant,40,Injection,BT39750,Ravi,Requires Review
CMP01413,2025-04-20,Dr. Reddy's,QC,Hyderabad,Documentation,Medium,Equipment Failure,Open,2025-05-10,Non-Compliant,74,Injection,BT31871,Sneha,Follow SOP
CMP01414,2024-07-08,Pfizer,Warehouse,Hyderabad,Calibration,High,Human Error,In Progress,2024-08-06,Non-Compliant,64,Ointment,BT35223,Kiran,Follow SOP
CMP01417,2025-05-02,Lupin,Warehouse,Chennai,Documentation,Medium,Material Issue,In Progress,,Non-Compliant,51,Tablet,BT87221,Kiran,No Remarks
CMP01422,2024-02-09,Sun Pharma,R&D,Pune,SOP,Medium,Material Issue,Open,2024-03-02,Non-Compliant,78,Syrup,BT54529,Ravi,Urgent
CMP01432,2024-05-25,Aurobindo Pharma,Warehouse,Pune,Cleaning,High,Human Error,In Progress,2024-06-14,Non-Compliant,97,Syrup,BT41525,Kiran,Follow SOP
CMP01436,2025-05-05,Sun Pharma,QC,Vizag,Cleaning,Critical,Material Issue,In Progress,2025-05-06,Compliant,1,Injection,BT80947,Priya,Urgent
CMP01437,2025-11-30,Cipla,R&D,Vizag,Calibration,Medium,Material Issue,Open,2025-12-20,Compliant,62,Syrup,BT53231,Kiran,Requires Review
CMP01438,2024-10-13,Abbott,Production,Vizag,SOP,High,Material Issue,Open,2024-10-16,Non-Compliant,62,Ointment,BT35241,Ravi,No Remarks
CMP01442,2024-08-11,Mylan,Packaging,Chennai,Documentation,Low,Documentation Error,In Progress,2024-08-27,Compliant,90,Tablet,BT37155,Ravi,Urgent
CMP01448,2025-12-13,Sun Pharma,QC,Chennai,Calibration,High,Material Issue,In Progress,2026-01-04,Compliant,90,Syrup,BT73367,Priya,Follow SOP
CMP01454,2025-01-27,Aurobindo Pharma,Packaging,Pune,Cleaning,High,Documentation Error,Closed,2025-02-07,Non-Compliant,77,Capsule,BT84691,Anil,Requires Review
CMP01455,2024-08-25,Aurobindo Pharma,Warehouse,Chennai,Calibration,Low,Human Error,In Progress,2024-09-12,Compliant,40,Injection,BT95682,Priya,Follow SOP
CMP01457,2025-03-22,Lupin,Packaging,Vizag,Calibration,High,Material Issue,Open,2025-04-20,Non-Compliant,80,Ointment,BT53223,Anil,No Remarks
CMP01459,2025-09-11,Sun Pharma,Warehouse,Bangalore,Cleaning,High,Human Error,In Progress,2025-10-09,Compliant,1,Ointment,BT87162,Anil,Follow SOP
CMP01460,2024-05-19,Novartis,Packaging,Chennai,Cleaning,Critical,Documentation Error,Closed,2024-06-06,Non-Compliant,59,Syrup,BT23958,Sneha,No Remarks
CMP01462,2024-01-01,Lupin,QC,Bangalore,Validation,Low,Equipment Failure,Open,2024-01-22,Non-Compliant,89,Injection,BT90045,Sneha,No Remarks
CMP01473,2024-07-03,Sun Pharma,QA,Hyderabad,Equipment,Medium,Documentation Error,Open,2024-08-02,Compliant,9,Capsule,BT50326,Kiran,Follow SOP
CMP01474,2025-03-07,GSK,Production,Vizag,Calibration,Critical,Documentation Error,Closed,2025-03-10,Non-Compliant,55,Injection,BT50162,Sneha,Urgent
CMP01478,2025-08-27,Lupin,Production,Vizag,Documentation,High,Equipment Failure,Closed,2025-09-23,Non-Compliant,37,Tablet,BT98106,Priya,Requires Review
CMP01479,2025-05-31,Novartis,R&D,Pune,Equipment,Medium,Documentation Error,Closed,2025-06-16,Non-Compliant,13,Tablet,BT36680,Anil,No Remarks
CMP01480,2025-06-01,Pfizer,QA,Chennai,Documentation,Low,Training Issue,Open,2025-06-23,Non-Compliant,82,Tablet,BT74088,Kiran,No Remarks
CMP01482,2025-07-04,Sun Pharma,Production,Hyderabad,SOP,Medium,Material Issue,Open,2025-07-11,Non-Compliant,50,Injection,BT26663,Kiran,Requires Review
CMP01489,2025-07-18,Lupin,Warehouse,Chennai,Equipment,Low,Material Issue,Closed,2025-08-08,Compliant,33,Ointment,BT70696,Ravi,Requires Review
CMP01490,2025-09-16,Sun Pharma,Production,Vizag,Calibration,High,Material Issue,Closed,2025-09-28,Compliant,49,Injection,BT82406,Ravi,Requires Review
CMP01491,2024-07-05,Novartis,Production,Chennai,Equipment,Critical,Human Error,In Progress,2024-07-14,Compliant,33,Ointment,BT86601,Kiran,Follow SOP
CMP01494,2024-10-10,Lupin,Warehouse,Chennai,Validation,Critical,Training Issue,In Progress,2024-11-01,Compliant,72,Ointment,BT47990,Anil,No Remarks
CMP01497,2025-11-10,Dr. Reddy's,Packaging,Chennai,SOP,Medium,Equipment Failure,Open,2025-12-02,Non-Compliant,27,Syrup,BT76840,Kiran,Follow SOP
CMP01500,2025-12-23,Dr. Reddy's,QC,Chennai,Validation,Critical,Documentation Error,Closed,2026-01-13,Non-Compliant,43,Injection,BT90363,Sneha,Follow SOP
CMP01501,2024-11-21,Sun Pharma,QC,Hyderabad,Validation,Critical,Equipment Failure,Closed,2024-11-24,Compliant,8,Syrup,BT35122,Ravi,No Remarks
CMP01503,2024-09-17,Aurobindo Pharma,R&D,Vizag,Equipment,Low,Material Issue,Open,2024-10-01,Compliant,43,Syrup,BT41720,Anil,No Remarks
CMP01506,2024-06-23,Sun Pharma,QC,Pune,Cleaning,High,Training Issue,Closed,2024-06-26,Compliant,12,Syrup,BT33906,Sneha,Follow SOP
CMP01510,2025-11-04,Mylan,Production,Bangalore,Validation,High,Human Error,Closed,,Non-Compliant,89,Injection,BT24752,Anil,Requires Review
CMP01520,2025-12-12,Abbott,Packaging,Vizag,Equipment,Low,Documentation Error,Closed,2025-12-21,Compliant,50,Ointment,BT32820,Anil,Requires Review
CMP01521,2025-11-16,GSK,QA,Chennai,Cleaning,Critical,Documentation Error,In Progress,2025-11-30,Compliant,12,Capsule,BT35706,Priya,No Remarks
CMP01525,2024-09-24,Abbott,Packaging,Vizag,Validation,Medium,Equipment Failure,Closed,2024-10-16,Compliant,26,Ointment,BT73135,Sneha,Follow SOP
CMP01527,2025-10-13,Sun Pharma,QA,Bangalore,Documentation,Low,Material Issue,Closed,2025-10-27,Compliant,6,Capsule,BT60740,Anil,Follow SOP
CMP01528,2025-02-14,Aurobindo Pharma,Packaging,Chennai,Calibration,Critical,Human Error,Closed,2025-02-23,Non-Compliant,73,Ointment,BT73772,Ravi,Requires Review
CMP01529,2024-11-01,Pfizer,QC,Chennai,Validation,Low,Human Error,Open,2024-11-06,Non-Compliant,70,Ointment,BT61283,Sneha,No Remarks
CMP01530,2025-04-18,Cipla,QA,Bangalore,SOP,Low,Documentation Error,Open,2025-04-27,Compliant,23,Syrup,BT84892,Ravi,No Remarks
CMP01539,2025-03-04,Lupin,Warehouse,Chennai,Equipment,Medium,Training Issue,In Progress,2025-03-15,Compliant,98,Ointment,BT11365,Kiran,No Remarks
CMP01541,2025-03-27,Novartis,Warehouse,Vizag,Cleaning,Critical,Equipment Failure,Closed,2025-04-25,Non-Compliant,76,Syrup,BT19143,Ravi,No Remarks
CMP01542,2025-03-24,Novartis,QA,Chennai,Calibration,High,Equipment Failure,Closed,2025-04-18,Compliant,21,Capsule,BT99707,Priya,No Remarks
CMP01545,2024-12-14,Cipla,Production,Bangalore,Equipment,Low,Training Issue,Open,,Compliant,42,Syrup,BT63765,Anil,Requires Review
CMP01548,2025-06-15,Mylan,QA,Hyderabad,Cleaning,Low,Material Issue,Closed,2025-07-01,Non-Compliant,39,Syrup,BT11093,Priya,Requires Review
CMP01551,2025-02-19,Abbott,R&D,Chennai,Equipment,Critical,Training Issue,In Progress,2025-03-13,Compliant,26,Ointment,BT58819,Kiran,Urgent
CMP01556,2024-12-08,GSK,Warehouse,Pune,SOP,High,Material Issue,Closed,2025-01-04,Compliant,50,Injection,BT88812,Ravi,No Remarks
CMP01557,2025-07-12,Abbott,R&D,Vizag,Calibration,Low,Documentation Error,In Progress,2025-07-20,Non-Compliant,62,Injection,BT48937,Priya,Follow SOP
CMP01560,2025-12-16,Cipla,Warehouse,Vizag,Equipment,Medium,Training Issue,In Progress,2025-12-28,Compliant,5,Syrup,BT88590,Priya,No Remarks
CMP01567,2024-09-11,Aurobindo Pharma,Packaging,Hyderabad,SOP,Low,Equipment Failure,Closed,2024-10-08,Non-Compliant,13,Capsule,BT48419,Sneha,Follow SOP
CMP01569,2025-01-09,Lupin,QC,Vizag,SOP,Critical,Training Issue,Closed,2025-01-21,Non-Compliant,40,Tablet,BT87821,Kiran,Requires Review
CMP01572,2025-02-24,Sun Pharma,Production,Pune,Cleaning,High,Human Error,Closed,2025-03-01,Compliant,38,Tablet,BT51208,Kiran,No Remarks
CMP01573,2025-11-06,Aurobindo Pharma,Packaging,Pune,Documentation,High,Material Issue,Open,2025-11-19,Compliant,14,Tablet,BT47293,Sneha,No Remarks
CMP01576,2024-06-29,GSK,Production,Hyderabad,Calibration,Low,Training Issue,Closed,2024-07-16,Compliant,81,Syrup,BT37627,Anil,Urgent
CMP01581,2024-06-13,Lupin,Warehouse,Hyderabad,SOP,Critical,Training Issue,Closed,2024-07-10,Non-Compliant,42,Tablet,BT54839,Anil,No Remarks
CMP01584,2025-08-02,Aurobindo Pharma,Warehouse,Bangalore,Documentation,High,Material Issue,In Progress,2025-08-23,Non-Compliant,21,Injection,BT30342,Sneha,Follow SOP
CMP01594,2025-04-05,Mylan,Production,Bangalore,Documentation,Critical,Equipment Failure,In Progress,2025-04-14,Non-Compliant,39,Tablet,BT60503,Ravi,Requires Review
CMP01597,2025-06-04,Sun Pharma,Packaging,Pune,Cleaning,Low,Human Error,Open,,Non-Compliant,63,Syrup,BT51051,Kiran,Follow SOP
CMP01598,2025-09-01,Novartis,QA,Hyderabad,Documentation,Low,Training Issue,In Progress,2025-09-08,Compliant,22,Injection,BT47567,Anil,No Remarks
CMP01605,2025-12-13,Sun Pharma,Production,Bangalore,Documentation,Critical,Material Issue,Open,2026-01-09,Non-Compliant,7,Tablet,BT97400,Ravi,No Remarks
CMP01606,2025-11-14,Aurobindo Pharma,R&D,Chennai,Equipment,Low,Training Issue,In Progress,2025-12-09,Compliant,18,Capsule,BT10158,Ravi,No Remarks
CMP01607,2025-06-08,GSK,R&D,Pune,Cleaning,Medium,Equipment Failure,Open,2025-06-13,Compliant,10,Injection,BT97203,Anil,No Remarks
CMP01609,2025-02-24,Aurobindo Pharma,Production,Hyderabad,SOP,Critical,Equipment Failure,Closed,2025-03-03,Non-Compliant,98,Syrup,BT89632,Priya,Urgent
CMP01610,2025-06-02,Mylan,QC,Hyderabad,Calibration,Low,Material Issue,In Progress,2025-06-09,Compliant,85,Injection,BT28338,Kiran,Requires Review
CMP01611,2025-10-12,Mylan,Warehouse,Chennai,Validation,Critical,Training Issue,Open,2025-11-07,Compliant,41,Ointment,BT64325,Anil,Follow SOP
CMP01612,2024-11-04,GSK,Packaging,Pune,Validation,High,Human Error,Open,2024-11-26,Compliant,40,Capsule,BT16072,Sneha,Follow SOP
CMP01615,2024-11-27,Mylan,Production,Pune,Cleaning,Low,Equipment Failure,In Progress,2024-12-14,Non-Compliant,74,Ointment,BT57055,Sneha,No Remarks
CMP01618,2025-08-14,Cipla,R&D,Hyderabad,Documentation,High,Documentation Error,In Progress,2025-08-20,Compliant,11,Syrup,BT40084,Sneha,Follow SOP
CMP01619,2024-10-24,GSK,QC,Bangalore,SOP,High,Material Issue,Closed,2024-11-11,Non-Compliant,87,Syrup,BT99375,Priya,Urgent
CMP01620,2025-09-19,Pfizer,Warehouse,Hyderabad,Calibration,Medium,Human Error,Open,2025-10-12,Non-Compliant,11,Ointment,BT25050,Kiran,Follow SOP
CMP01621,2025-12-06,Sun Pharma,QC,Pune,SOP,Medium,Equipment Failure,Open,2025-12-24,Non-Compliant,5,Ointment,BT40266,Ravi,Requires Review
CMP01622,2025-11-16,Mylan,R&D,Hyderabad,Cleaning,Medium,Material Issue,Open,2025-11-25,Compliant,78,Syrup,BT61956,Priya,No Remarks
CMP01634,2025-06-09,Mylan,R&D,Pune,Cleaning,Critical,Equipment Failure,Open,2025-06-21,Compliant,83,Syrup,BT41091,Sneha,No Remarks
CMP01635,2024-10-18,Lupin,Packaging,Bangalore,Documentation,High,Human Error,Closed,2024-11-07,Non-Compliant,75,Syrup,BT27752,Sneha,Follow SOP
CMP01641,2024-09-08,Pfizer,Warehouse,Bangalore,Equipment,Critical,Training Issue,In Progress,2024-09-17,Non-Compliant,6,Tablet,BT15367,Sneha,No Remarks
CMP01644,2025-12-12,Sun Pharma,QA,Vizag,Cleaning,Low,Equipment Failure,In Progress,2025-12-24,Non-Compliant,55,Syrup,BT75328,Sneha,No Remarks
CMP01646,2025-12-11,Novartis,QA,Chennai,Documentation,Critical,Equipment Failure,In Progress,2026-01-04,Compliant,20,Ointment,BT68212,Anil,Follow SOP
CMP01647,2025-11-23,Dr. Reddy's,Warehouse,Bangalore,Calibration,Low,Human Error,Open,2025-11-24,Compliant,8,Ointment,BT37365,Anil,Follow SOP
CMP01649,2025-01-21,Novartis,R&D,Hyderabad,Documentation,Medium,Material Issue,Open,2025-02-16,Compliant,66,Syrup,BT68257,Anil,Requires Review
CMP01650,2025-04-09,Cipla,Production,Chennai,SOP,High,Human Error,Closed,2025-05-04,Compliant,20,Ointment,BT13380,Ravi,Requires Review
CMP01651,2025-03-07,Cipla,Packaging,Bangalore,Cleaning,Low,Documentation Error,Open,2025-03-26,Non-Compliant,89,Syrup,BT44769,Sneha,Requires Review
CMP01653,2025-05-05,Cipla,Warehouse,Chennai,Equipment,Low,Equipment Failure,Closed,2025-05-20,Compliant,77,Ointment,BT29218,Sneha,No Remarks
CMP01656,2024-03-27,Dr. Reddy's,Packaging,Pune,Documentation,Critical,Material Issue,In Progress,2024-04-15,Non-Compliant,63,Injection,BT32354,Ravi,Urgent
CMP01666,2024-01-09,Abbott,Production,Vizag,Documentation,Medium,Training Issue,Closed,2024-02-07,Non-Compliant,70,Ointment,BT77769,Sneha,No Remarks
CMP01672,2024-01-29,Sun Pharma,Warehouse,Vizag,Calibration,High,Equipment Failure,Closed,2024-02-20,Non-Compliant,31,Tablet,BT37941,Sneha,Requires Review
CMP01673,2025-10-28,Pfizer,Warehouse,Pune,SOP,Low,Human Error,Open,2025-11-20,Compliant,81,Capsule,BT81251,Ravi,Urgent
CMP01674,2025-07-11,Lupin,QA,Bangalore,Validation,Critical,Material Issue,Closed,2025-08-08,Non-Compliant,49,Injection,BT66755,Anil,Follow SOP
CMP01675,2024-03-22,Cipla,Production,Chennai,Calibration,Medium,Material Issue,Closed,2024-04-08,Non-Compliant,75,Injection,BT90406,Anil,Urgent
CMP01676,2025-08-26,Lupin,R&D,Pune,Documentation,High,Training Issue,Open,2025-09-25,Compliant,32,Capsule,BT98409,Priya,No Remarks
CMP01678,2025-03-13,Aurobindo Pharma,R&D,Vizag,Documentation,High,Material Issue,Closed,,Non-Compliant,72,Injection,BT67361,Ravi,No Remarks
CMP01680,2024-02-27,Abbott,QC,Vizag,Calibration,Medium,Equipment Failure,Open,2024-03-07,Non-Compliant,58,Injection,BT31393,Anil,No Remarks
CMP01684,2024-11-16,Mylan,Packaging,Bangalore,SOP,High,Human Error,Open,2024-12-05,Compliant,92,Capsule,BT42104,Kiran,No Remarks
CMP01688,2025-03-29,Pfizer,QC,Vizag,Calibration,High,Training Issue,Open,2025-04-02,Non-Compliant,19,Syrup,BT97652,Kiran,No Remarks
CMP01689,2024-06-16,Lupin,Production,Bangalore,Cleaning,Critical,Training Issue,In Progress,2024-07-11,Non-Compliant,41,Tablet,BT36805,Ravi,Requires Review
CMP01691,2024-01-10,Sun Pharma,R&D,Chennai,Equipment,Medium,Human Error,Open,2024-02-03,Compliant,71,Injection,BT96512,Priya,Follow SOP
CMP01692,2025-05-04,Cipla,QC,Vizag,SOP,Low,Training Issue,Closed,2025-05-23,Non-Compliant,2,Ointment,BT87901,Ravi,No Remarks
CMP01697,2025-11-01,Sun Pharma,R&D,Hyderabad,SOP,Low,Equipment Failure,Open,2025-11-08,Compliant,98,Injection,BT44537,Kiran,Follow SOP
CMP01698,2025-03-16,Abbott,Warehouse,Pune,Equipment,Low,Equipment Failure,Closed,2025-03-17,Non-Compliant,20,Tablet,BT59456,Priya,No Remarks
CMP01700,2025-03-10,Novartis,Production,Pune,Calibration,Low,Material Issue,Open,2025-03-23,Compliant,99,Capsule,BT70452,Ravi,No Remarks
CMP01701,2025-05-19,Lupin,Production,Hyderabad,Validation,High,Documentation Error,Open,2025-05-23,Compliant,24,Injection,BT38245,Ravi,Urgent
CMP01703,2025-07-08,Dr. Reddy's,R&D,Vizag,Validation,Medium,Human Error,In Progress,2025-08-04,Non-Compliant,4,Injection,BT78076,Priya,Requires Review
CMP01704,2025-03-14,Cipla,Packaging,Vizag,Validation,Medium,Human Error,Open,2025-03-30,Non-Compliant,89,Syrup,BT43467,Sneha,Follow SOP
CMP01709,2025-10-09,Sun Pharma,QC,Vizag,Documentation,High,Human Error,Open,2025-10-31,Non-Compliant,83,Capsule,BT75082,Priya,Requires Review
CMP01710,2025-06-19,Abbott,Packaging,Vizag,Cleaning,Critical,Material Issue,Open,2025-07-02,Non-Compliant,85,Ointment,BT52577,Sneha,No Remarks
CMP01712,2025-10-05,Novartis,Packaging,Vizag,Cleaning,High,Material Issue,Closed,,Non-Compliant,91,Injection,BT33755,Kiran,Follow SOP
CMP01716,2024-09-02,Aurobindo Pharma,QC,Bangalore,Calibration,High,Training Issue,Open,2024-09-04,Compliant,82,Syrup,BT32148,Kiran,Urgent
CMP01717,2025-12-31,Pfizer,Warehouse,Pune,Equipment,Critical,Documentation Error,In Progress,2026-01-12,Non-Compliant,13,Injection,BT77849,Kiran,Requires Review
CMP01718,2024-03-07,Sun Pharma,Packaging,Pune,Calibration,Critical,Material Issue,Open,2024-04-03,Compliant,54,Tablet,BT49412,Sneha,Follow SOP
CMP01719,2024-09-17,Abbott,R&D,Bangalore,Equipment,Low,Equipment Failure,In Progress,2024-09-30,Non-Compliant,63,Ointment,BT81646,Anil,Requires Review
CMP01720,2024-09-03,Sun Pharma,R&D,Pune,Validation,Critical,Material Issue,Open,2024-09-19,Compliant,44,Capsule,BT53821,Ravi,Requires Review
CMP01726,2024-12-07,Sun Pharma,QA,Vizag,SOP,Medium,Documentation Error,In Progress,2025-01-01,Non-Compliant,45,Injection,BT68104,Priya,Requires Review
CMP01729,2025-05-19,GSK,QA,Vizag,Cleaning,Medium,Equipment Failure,Open,2025-06-02,Non-Compliant,87,Capsule,BT54173,Kiran,Requires Review
CMP01730,2024-04-14,GSK,QA,Chennai,Equipment,Medium,Equipment Failure,In Progress,2024-04-16,Compliant,33,Capsule,BT68428,Ravi,Follow SOP
CMP01732,2025-04-20,Dr. Reddy's,Warehouse,Pune,Cleaning,Low,Material Issue,In Progress,2025-04-28,Non-Compliant,70,Syrup,BT48770,Anil,Follow SOP
CMP01733,2024-11-10,Cipla,R&D,Pune,Equipment,Medium,Human Error,Closed,2024-11-20,Compliant,92,Syrup,BT35980,Kiran,Urgent
CMP01737,2024-01-01,Pfizer,Packaging,Chennai,Cleaning,High,Equipment Failure,In Progress,2024-01-09,Non-Compliant,38,Ointment,BT98691,Sneha,Requires Review
CMP01738,2025-09-02,Lupin,QC,Pune,Equipment,High,Documentation Error,In Progress,2025-09-22,Non-Compliant,26,Syrup,BT17629,Kiran,Urgent
CMP01740,2025-12-22,Mylan,QA,Hyderabad,Cleaning,Medium,Documentation Error,Open,2026-01-18,Compliant,75,Tablet,BT89063,Ravi,Follow SOP
CMP01746,2024-08-15,Dr. Reddy's,QA,Bangalore,Cleaning,High,Human Error,Open,2024-08-25,Non-Compliant,9,Ointment,BT81552,Ravi,Requires Review
CMP01754,2025-06-18,Cipla,QC,Pune,Calibration,Critical,Equipment Failure,In Progress,2025-07-06,Compliant,84,Tablet,BT60899,Kiran,Follow SOP
CMP01757,2025-11-04,Novartis,Packaging,Chennai,Documentation,Low,Training Issue,Closed,2025-11-27,Compliant,45,Tablet,BT18533,Priya,No Remarks
CMP01759,2024-09-19,Novartis,Packaging,Hyderabad,Validation,Medium,Training Issue,In Progress,2024-09-21,Compliant,53,Syrup,BT44377,Anil,Urgent
CMP01760,2025-03-18,Abbott,Packaging,Bangalore,SOP,Medium,Material Issue,Closed,2025-04-07,Compliant,40,Ointment,BT96235,Ravi,Follow SOP
CMP01762,2024-10-19,Mylan,QA,Hyderabad,SOP,Critical,Documentation Error,Open,2024-11-04,Non-Compliant,50,Tablet,BT61148,Sneha,Requires Review
CMP01764,2025-05-17,Aurobindo Pharma,R&D,Hyderabad,Calibration,High,Equipment Failure,Closed,2025-06-13,Compliant,36,Capsule,BT54591,Priya,Follow SOP
CMP01765,2025-02-03,Dr. Reddy's,Production,Pune,SOP,Low,Human Error,Closed,2025-03-02,Compliant,44,Tablet,BT92042,Anil,Requires Review
CMP01770,2025-12-20,Lupin,Packaging,Vizag,SOP,Medium,Training Issue,Open,2025-12-30,Non-Compliant,15,Syrup,BT78994,Kiran,Requires Review
CMP01773,2025-09-10,Abbott,Production,Bangalore,Calibration,High,Human Error,Closed,2025-09-17,Non-Compliant,29,Tablet,BT11995,Sneha,No Remarks
CMP01777,2025-09-13,Sun Pharma,QA,Vizag,SOP,Critical,Human Error,Open,2025-09-22,Compliant,24,Ointment,BT52138,Anil,No Remarks
CMP01779,2024-01-19,Abbott,Warehouse,Pune,Calibration,Critical,Equipment Failure,Open,,Compliant,16,Ointment,BT26653,Ravi,No Remarks
CMP01780,2024-08-05,Cipla,Packaging,Pune,Equipment,Critical,Equipment Failure,In Progress,2024-09-02,Compliant,26,Injection,BT57205,Kiran,Urgent
CMP01786,2024-07-02,Dr. Reddy's,Warehouse,Bangalore,Documentation,High,Human Error,Open,2024-07-16,Compliant,11,Ointment,BT23928,Anil,Follow SOP
CMP01789,2025-11-13,Aurobindo Pharma,Warehouse,Pune,SOP,Critical,Documentation Error,Closed,2025-11-21,Compliant,87,Tablet,BT57688,Kiran,Urgent
CMP01794,2025-08-20,Abbott,QC,Bangalore,Equipment,Critical,Human Error,In Progress,2025-09-10,Compliant,33,Injection,BT41632,Sneha,Urgent
CMP01797,2025-05-01,Novartis,Warehouse,Vizag,SOP,Medium,Training Issue,Open,2025-05-09,Non-Compliant,14,Capsule,BT63426,Anil,No Remarks
CMP01798,2024-08-23,Lupin,Packaging,Pune,Equipment,Critical,Documentation Error,Closed,2024-09-20,Compliant,32,Capsule,BT73660,Priya,No Remarks
CMP01799,2025-09-26,Dr. Reddy's,QC,Hyderabad,Documentation,Low,Human Error,Open,2025-10-12,Non-Compliant,56,Syrup,BT79903,Ravi,No Remarks
CMP01802,2025-04-26,Mylan,Warehouse,Vizag,SOP,Low,Documentation Error,Open,2025-04-28,Compliant,73,Capsule,BT34589,Sneha,Urgent
CMP01810,2024-11-30,Novartis,Production,Chennai,SOP,High,Human Error,Closed,2024-12-01,Compliant,89,Ointment,BT41131,Ravi,Follow SOP
CMP01815,2024-01-28,Pfizer,Warehouse,Chennai,Validation,High,Human Error,Open,2024-02-12,Compliant,85,Syrup,BT67493,Anil,Follow SOP
CMP01823,2024-12-24,Dr. Reddy's,R&D,Hyderabad,Documentation,Low,Training Issue,Open,2025-01-14,Compliant,6,Syrup,BT47360,Ravi,No Remarks
CMP01824,2025-09-17,Sun Pharma,QA,Vizag,Validation,Medium,Material Issue,In Progress,2025-10-10,Non-Compliant,67,Tablet,BT83347,Kiran,No Remarks
CMP01825,2024-08-04,Novartis,QC,Pune,SOP,High,Training Issue,Open,2024-08-21,Compliant,70,Injection,BT77174,Ravi,Requires Review
CMP01832,2024-03-09,Mylan,R&D,Bangalore,SOP,Medium,Documentation Error,Open,2024-04-06,Compliant,60,Injection,BT63881,Ravi,Follow SOP
CMP01833,2025-03-20,GSK,QA,Pune,Cleaning,High,Training Issue,Closed,2025-04-01,Compliant,48,Tablet,BT42710,Anil,No Remarks
CMP01834,2025-10-08,Aurobindo Pharma,Production,Vizag,Equipment,High,Material Issue,Closed,2025-10-27,Compliant,70,Injection,BT34580,Priya,Requires Review
CMP01835,2025-12-27,Mylan,Packaging,Hyderabad,Equipment,Critical,Equipment Failure,Open,2026-01-15,Compliant,71,Tablet,BT62718,Ravi,No Remarks
CMP01836,2025-09-22,Abbott,R&D,Bangalore,Validation,Critical,Documentation Error,Closed,2025-09-25,Compliant,43,Syrup,BT12483,Priya,Follow SOP
CMP01838,2025-03-14,Pfizer,Production,Vizag,Cleaning,Medium,Human Error,Closed,2025-03-17,Non-Compliant,31,Tablet,BT47148,Priya,No Remarks
CMP01849,2024-06-01,Novartis,QC,Bangalore,Documentation,Medium,Material Issue,Closed,2024-06-25,Non-Compliant,24,Syrup,BT80514,Anil,Urgent
