Compliance_ID,Audit_Date,Company,Department,Plant,Deviation_Type,Severity,Root_Cause,CAPA_Status,Closure_Date,Compliance_Status,Risk_Score,Product,Batch_Number,Auditor,Remarks
CMP00952,2025-03-09,GSK,QC,Chennai,SOP,Critical,Training Issue,In Progress,2025-03-13,Non-Compliant,46,Syrup,BT86157,Sneha,Requires Review
CMP00953,2024-10-26,Lupin,Production,Chennai,Cleaning,Critical,Human Error,Closed,2024-11-16,Non-Compliant,150,Capsule,BT18488,Sneha,NA
CMP00954,2024-06-05,Novartis,QC,Bangalore,Validation,Low,Material Issue,Open,2024-06-23,Compliant,-5,Capsule,BT44854,Kiran,Urgent
CMP00955,2025-06-29,GSK,Packaging,Pune,Validation,Medium,Material Issue,Open,2025-07-22,Non-Compliant,-5,Tablet,BT21689,Anil,NA
CMP00956,2024-08-07,Aurobindo Pharma,Production,Pune,Documentation,Medium,Equipment Failure,Open,2024-09-03,Non-Compliant,150,Tablet,BT54791,Priya,Requires Review
CMP00957,2024-02-14,Cipla,QC,Bangalore,Equipment,High,Training Issue,Closed,,Compliant,34,Ointment,BT22761,Sneha,Follow SOP
CMP00958,2025-10-27,Abbott,QA,Hyderabad,Validation,High,Equipment Failure,In Progress,2025-10-29,Non-Compliant,-5,Ointment,BT81646,Ravi,
CMP00959,2025-07-08,Lupin,R&D,Pune,Validation,Low,Human Error,Open,2025-08-07,Non-Compliant,80,Syrup,BT92128,Sneha,Follow SOP
CMP00960,2025-07-13,GSK,Packaging,Pune,Validation,Medium,Training Issue,In Progress,2025-07-27,Compliant,150,Ointment,BT44238,Anil,NA
CMP00961,2024-04-23,Pfizer,Packaging,Vizag,Calibration,Medium,Documentation Error,In Progress,2024-04-27,Compliant,45,Tablet,BT72191,Ravi,Urgent
CMP00962,2025-11-30,Pfizer,Production,Vizag,Cleaning,Medium,Equipment Failure,Open,2025-12-24,Non-Compliant,150,Ointment,BT17315,Sneha,Urgent
CMP00963,2024-01-08,Novartis,Production,Pune,Calibration,High,Training Issue,In Progress,2024-01-10,Non-Compliant,150,Syrup,BT16553,Anil,Urgent
CMP00964,2024-09-25,Sun Pharma,Production,Chennai,Cleaning,High,Training Issue,Closed,2024-10-01,Compliant,-5,Ointment,BT13786,Sneha,Requires Review
CMP00965,2024-09-05,Novartis,QC,Bangalore,Calibration,High,Training Issue,Open,2024-10-03,Compliant,-5,Injection,BT89121,Kiran,Follow SOP
CMP00966,2024-08-22,Lupin,Production,Vizag,Cleaning,Low,Documentation Error,Closed,2024-09-21,Non-Compliant,150,Capsule,BT51419,Kiran,NA
CMP00967,2025-02-03,GSK,Production,Bangalore,Validation,Low,Material Issue,In Progress,2025-02-04,Non-Compliant,8,Ointment,BT11967,Ravi,Urgent
CMP00968,2025-08-25,Mylan,Warehouse,Bangalore,Cleaning,Critical,Human Error,Closed,2025-09-11,Non-Compliant,-5,Syrup,BT44487,Priya,Urgent
CMP00969,2024-03-18,Abbott,R&D,Bangalore,SOP,Low,Documentation Error,Closed,2024-03-23,Non-Compliant,-5,Tablet,BT70450,Kiran,Follow SOP
CMP00970,2025-10-12,Aurobindo Pharma,QC,Chennai,Equipment,High,Training Issue,Closed,2025-10-18,Non-Compliant,7,Syrup,BT43353,Anil,Follow SOP
CMP00971,2024-10-19,Aurobindo Pharma,Warehouse,Vizag,Calibration,High,Documentation Error,Closed,2024-11-09,Non-Compliant,-5,Tablet,BT69080,Sneha,Urgent
CMP00972,2024-07-30,GSK,R&D,Chennai,Cleaning,High,Equipment Failure,Open,2024-08-07,Non-Compliant,-5,Tablet,BT95859,Kiran,NA
CMP00973,2024-03-09,Aurobindo Pharma,Warehouse,Bangalore,Calibration,Medium,Material Issue,In Progress,2024-03-29,Compliant,-5,Capsule,BT53387,Priya,Follow SOP
CMP00974,2024-01-13,Dr. Reddy's,R&D,Pune,Equipment,Low,Equipment Failure,Closed,2024-01-15,Non-Compliant,-5,Injection,BT44295,Anil,Urgent
CMP00975,2024-02-24,Abbott,Packaging,Chennai,Documentation,Medium,Human Error,In Progress,2024-03-22,Non-Compliant,-5,Ointment,BT26165,Priya,
CMP00976,2025-04-12,Mylan,Packaging,Chennai,Validation,High,Equipment Failure,In Progress,2025-04-29,Compliant,150,Syrup,BT85861,Priya,Urgent
CMP00977,2024-04-17,GSK,Warehouse,Pune,Calibration,Medium,Training Issue,Open,2024-04-26,Non-Compliant,17,Ointment,BT95026,Priya,
CMP00978,2025-04-05,GSK,Packaging,Pune,Documentation,Medium,Documentation Error,Open,2025-04-11,Compliant,-5,Ointment,BT16471,Kiran,
CMP00979,2024-08-05,Dr. Reddy's,QA,Chennai,Cleaning,Low,Documentation Error,Closed,,Non-Compliant,15,Tablet,BT76574,Kiran,
CMP00980,2025-11-23,Dr. Reddy's,R&D,Bangalore,Documentation,Critical,Equipment Failure,In Progress,2025-12-09,Non-Compliant,-5,Capsule,BT94037,Ravi,
CMP00981,2025-06-06,Pfizer,Production,Bangalore,Cleaning,Critical,Material Issue,Closed,2025-07-01,Compliant,5,Capsule,BT12215,Sneha,Urgent
CMP00982,2024-07-05,Sun Pharma,QC,Hyderabad,Cleaning,High,Documentation Error,In Progress,2024-07-06,Non-Compliant,150,Tablet,BT19676,Ravi,Urgent
CMP00983,2025-01-14,Abbott,Production,Chennai,Equipment,Low,Human Error,Closed,,Non-Compliant,-5,Syrup,BT15499,Kiran,
CMP00984,2024-01-16,Mylan,Packaging,Chennai,Validation,Medium,Documentation Error,Open,2024-01-28,Non-Compliant,150,Tablet,BT79200,Priya,
CMP00985,2025-03-19,Pfizer,Packaging,Hyderabad,Equipment,Low,Material Issue,Closed,2025-04-06,Compliant,150,Tablet,BT84625,Sneha,Urgent
CMP00986,2024-01-24,Pfizer,Packaging,Pune,Calibration,Medium,Material Issue,In Progress,2024-02-16,Compliant,49,Injection,BT20310,Kiran,NA
CMP00987,2025-08-08,Abbott,QA,Pune,Equipment,Low,Human Error,In Progress,2025-08-20,Compliant,150,Syrup,BT88921,Priya,NA
CMP00988,2024-04-08,Cipla,R&D,Vizag,SOP,Medium,Material Issue,Closed,2024-04-26,Non-Compliant,-5,Tablet,BT68887,Ravi,Follow SOP
CMP00989,2025-01-10,Pfizer,QA,Pune,Validation,Low,Equipment Failure,Open,2025-01-19,Compliant,150,Syrup,BT10007,Kiran,NA
CMP00990,2024-02-20,Cipla,R&D,Vizag,SOP,Critical,Training Issue,Closed,2024-02-23,Compliant,65,Ointment,BT90088,Anil,Follow SOP
CMP00991,2024-01-06,Abbott,Production,Vizag,Documentation,Critical,Equipment Failure,Closed,2024-01-08,Compliant,-5,Injection,BT10818,Sneha,NA
CMP00992,2024-03-01,Dr. Reddy's,QC,Hyderabad,Equipment,Low,Equipment Failure,Closed,2024-03-27,Compliant,96,Injection,BT39807,Sneha,NA
CMP00993,2025-08-06,Abbott,QA,Bangalore,Calibration,Low,Human Error,In Progress,,Non-Compliant,-5,Injection,BT48408,Priya,Requires Review
CMP00994,2025-08-04,Lupin,Warehouse,Bangalore,Cleaning,Critical,Human Error,Closed,2025-08-21,Compliant,-5,Ointment,BT28514,Sneha,Requires Review
CMP00995,2024-11-14,Cipla,Packaging,Bangalore,Validation,Low,Material Issue,Closed,2024-12-10,Compliant,88,Tablet,BT71377,Anil,Requires Review
CMP00996,2025-01-03,GSK,QC,Pune,Documentation,Medium,Documentation Error,Closed,2025-01-18,Compliant,-5,Capsule,BT42947,Anil,
CMP00997,2025-05-30,Lupin,Packaging,Pune,SOP,High,Material Issue,Open,2025-06-06,Non-Compliant,43,Syrup,BT68239,Anil,NA
CMP00998,2025-02-06,Sun Pharma,Warehouse,Chennai,Documentation,High,Material Issue,Closed,2025-02-18,Non-Compliant,14,Syrup,BT92436,Anil,NA
CMP00999,2025-11-13,Dr. Reddy's,Production,Chennai,Calibration,Medium,Human Error,Open,2025-12-03,Non-Compliant,-5,Syrup,BT99388,Sneha,NA
CMP01000,2025-12-04,Lupin,QA,Hyderabad,Calibration,Medium,Equipment Failure,Open,2025-12-27,Compliant,86,Capsule,BT67375,Anil,
CMP01001,2024-12-31,Dr. Reddy's,Production,Bangalore,SOP,Low,Equipment Failure,Closed,2025-01-28,Non-Compliant,-5,Ointment,BT54536,Ravi,Urgent
CMP01002,2024-10-16,Pfizer,Warehouse,Chennai,Calibration,Low,Training Issue,In Progress,2024-10-18,Compliant,-5,Tablet,BT16310,Ravi,Urgent
CMP01003,2024-10-21,Sun Pharma,Packaging,Bangalore,Equipment,Hgh,Equipment Failure,Open,2024-11-12,Compliant,55,Ointment,BT90160,Anil,NA
CMP01004,2024-03-14,GSK,QC,Bangalore,Equipment,Low,Equipment Failure,Closed,2024-04-01,Non-Compliant,19,Injection,BT60845,Ravi,NA
CMP01005,2024-03-01,Sun Pharma,Warehouse,Hyderabad,Validation,Low,Documentation Error,In Progress,2024-03-15,Non-Compliant,150,Tablet,BT41671,Sneha,
CMP01006,2024-09-30,Mylan,R&D,Bangalore,SOP,Medium,Human Error,Open,2024-10-23,Non-Compliant,150,Syrup,BT30601,Anil,Follow SOP
CMP01007,2024-01-09,Novartis,QA,Vizag,Equipment,High,Human Error,Closed,2024-01-16,Non-Compliant,-5,Tablet,BT92278,Priya,
CMP01008,2025-12-20,Sun Pharma,QA,Chennai,Documentation,Medium,Documentation Error,In Progress,2026-01-14,Compliant,46,Tablet,BT93519,Kiran,
CMP01009,2025-02-27,Cipla, production ,Chennai,Documentation,Medium,Training Issue,In Progress,2025-03-16,Non-Compliant,150,Ointment,BT82939,Kiran,Urgent
CMP01010,2024-11-27,Sun Pharma,Packaging,Vizag,SOP,Medium,Documentation Error,In Progress,2024-12-25,Compliant,-5,Capsule,BT69975,Anil,Follow SOP
CMP01011,2025-06-17,Abbott,Production,Hyderabad,Documentation,High,Training Issue,Open,,Compliant,-5,Tablet,BT33715,Priya,Urgent
CMP01012,2025-12-18,Abbott,Production,Hyderabad,Calibration,Medium,Training Issue,In Progress,2025-12-24,Compliant,56,Tablet,BT75946,Sneha,Requires Review
CMP01013,2025-07-02,Cipla,QC,Hyderabad,Cleaning,Low,Material Issue,In Progress,2025-07-14,Compliant,91,Injection,BT40976,Sneha,
CMP01014,2025-12-17,Cipla,QA,Chennai,Equipment,Low,Training Issue,Closed,2026-01-06,Compliant,85,Ointment,BT28101,Priya,Urgent
CMP01015,2024-06-15,Aurobindo Pharma,Production,Vizag,Calibration,Medium,Equipment Failure,Open,2024-06-16,Non-Compliant,150,Injection,BT73868,Anil,Requires Review
CMP01016,2024-05-14,Sun Pharma,R&D,Vizag,Calibration,Low,Human Error,Open,2024-06-13,Compliant,82,Tablet,BT46306,Priya,Requires Review
CMP01017,2024-05-14,Aurobindo Pharma,R&D,Hyderabad,SOP,Critical,Material Issue,Open,2024-05-19,Non-Compliant,43,Syrup,BT43222,Sneha,Requires Review
CMP01018,2024-01-03,Novartis,Production,Chennai,Documentation,High,Material Issue,In Progress,2024-01-25,Compliant,17,Tablet,BT95427,Priya,
CMP01019,2024-04-01,GSK,R&D,Vizag,Documentation,Low,Human Error,Closed,2024-04-15,Compliant,-5,Injection,BT18766,Kiran,Urgent
CMP01020,2025-02-05,Pfizer,QA,Pune,Validation,Low,Training Issue,Closed,2025-02-11,Non-Compliant,59,Syrup,BT40653,Sneha,Requires Review
CMP01021,2024-03-27,Lupin,Packaging,Hyderabad,Cleaning,Critical,Documentation Error,Closed,2024-04-15,Compliant,150,Ointment,BT34715,Priya,
CMP01022,2025-03-02,Cipla,Production,Pune,Documentation,High,Human Error,Closed,2025-03-14,Compliant,33,Syrup,BT97223,Priya,Follow SOP
CMP01023,2025-11-01,Sun Pharma,R&D,Chennai,Calibration,High,Documentation Error,In Progress,2025-11-19,Compliant,-5,Syrup,BT29335,Priya,Follow SOP
CMP01024,2025-12-29,Lupin,R&D,Pune,SOP,Critical,Training Issue,In Progress,2026-01-01,Compliant,-5,Capsule,BT39479,Priya,Follow SOP
CMP01025,2024-07-26,Sun Pharma,Production,Bangalore,Calibration,Medium,Training Issue,Closed,2024-08-22,Non-Compliant,-5,Syrup,BT83887,Anil,Urgent
CMP01026,2024-12-04,Pfizer,Warehouse,Vizag,Equipment,Critical,Equipment Failure,Closed,2024-12-30,Non-Compliant,150,Injection,BT61514,Sneha,
CMP01027,2025-05-29,GSK,Production,Hyderabad,Validation,Critical,Training Issue,In Progress,2025-06-11,Non-Compliant,66,Injection,BT34296,Sneha,
CMP01028,2024-05-26,Abbott,QC,Bangalore,SOP,Critical,Equipment Failure,Closed,2024-06-06,Compliant,35,Syrup,BT26061,Anil,NA
CMP01029,2025-11-14,Pfizer,R&D,Bangalore,SOP,Medium,Human Error,Closed,2025-11-23,Non-Compliant,-5,Syrup,BT39622,Ravi,NA
CMP01030,2024-01-31,Dr. Reddy's,R&D,Bangalore,Calibration,Low,Material Issue,Closed,2024-02-18,Compliant,150,Injection,BT30502,Priya,Follow SOP
CMP01031,2025-11-04,Abbott,R&D,Hyderabad,Documentation,Medium,Documentation Error,Open,2025-11-13,Compliant,-5,Tablet,BT79341,Sneha,Follow SOP
CMP01032,2024-05-31,Abbott,Warehouse,Hyderabad,Documentation,Critical,Training Issue,Open,2024-06-08,Compliant,-5,Injection,BT29988,Sneha,
CMP01033,2024-03-05,Cipla,QC,Vizag,Documentation,High,Training Issue,Open,2024-03-06,Non-Compliant,-5,Capsule,BT25717,Sneha,NA
CMP01034,2025-09-10,Abbott,QA,Vizag,Documentation,Low,Equipment Failure,Open,2025-09-20,Compliant,-5,Injection,BT56014,Priya,
CMP01035,2025-02-04,Pfizer,R&D,Vizag,Calibration,Low,Training Issue,In Progress,2025-02-10,Non-Compliant,-5,Capsule,BT40753,Priya,Requires Review
CMP01036,2024-06-03,Lupin,R&D,Bangalore,Cleaning,Critical,Equipment Failure,Closed,2024-06-24,Compliant,17,Syrup,BT65944,Ravi,
CMP01037,2024-12-24,Mylan,Warehouse,Pune,Documentation,Critical,Material Issue,Open,2024-12-26,Compliant,49,Tablet,BT11855,Sneha,NA
CMP01038,2024-06-08,GSK,Production,Vizag,Calibration,High,Human Error,Closed,2024-06-21,Non-Compliant,150,Ointment,BT43852,Sneha,Urgent
CMP01039,2024-07-24,Cipla,Warehouse,Vizag,SOP,High,Material Issue,Open,2024-08-04,Compliant,-5,Injection,BT43260,Priya,Follow SOP
CMP01040,2025-07-27,Pfizer,R&D,Pune,Documentation,Medium,Documentation Error,Open,2025-08-18,Non-Compliant,150,Tablet,BT61067,Priya,Urgent
CMP01041,2024-09-07,Aurobindo Pharma,R&D,Hyderabad,Cleaning,Low,Training Issue,Open,2024-09-10,Non-Compliant,99,Ointment,BT52461,Priya,NA
CMP01042,2025-11-06,Mylan,QA,Pune,Calibration,Critical,Training Issue,Closed,2025-11-09,Compliant,-5,Injection,BT72409,Ravi,Follow SOP
CMP01043,2024-11-22,Lupin,Packaging,Hyderabad,Documentation,Low,Material Issue,In Progress,2024-12-01,Non-Compliant,150,Injection,BT12216,Kiran,NA
CMP01044,2025-08-13,Sun Pharma,Warehouse,Vizag,Documentation,Medium,Training Issue,Open,2025-09-06,Non-Compliant,-5,Tablet,BT19321,Kiran,Urgent
CMP01045,2024-04-08,Mylan,R&D,Pune,Cleaning,Low,Material Issue,In Progress,2024-04-13,Non-Compliant,52,Ointment,BT78579,Sneha,Requires Review
CMP01046,2024-03-16,Abbott,Warehouse,Pune,Calibration,Critical,Human Error,Closed,2024-03-22,Non-Compliant,-5,Ointment,BT80092,Kiran,Urgent
CMP01047,2025-10-26,Lupin,Warehouse,Vizag,Documentation,High,Material Issue,Open,2025-11-13,Non-Compliant,150,Capsule,BT14047,Kiran,
CMP01048,2025-10-14,Pfizer,QA,Pune,Cleaning,Medium,Training Issue,Closed,2025-10-25,Non-Compliant,150,Tablet,BT16545,Ravi,Requires Review
CMP01049,2025-03-06,Abbott,Warehouse,Chennai,Cleaning,Critical,Training Issue,Open,2025-03-24,Non-Compliant,150,Injection,BT65919,Ravi,Follow SOP
CMP01050,2024-12-04,Novartis,Production,Bangalore,Validation,Critical,Documentation Error,In Progress,2024-12-06,Compliant,150,Tablet,BT24406,Kiran,Follow SOP
CMP01051,2024-05-20,Cipla,R&D,Bangalore,Equipment,Critical,Human Error,Open,2024-06-08,Compliant,150,Capsule,BT65910,Anil,Requires Review
CMP01052,2024-03-21,Novartis,QC,Bangalore,Equipment,High,Documentation Error,In Progress,2024-04-18,Non-Compliant,150,Injection,BT44304,Anil,Requires Review
CMP01053,2024-11-10,Aurobindo Pharma,QC,Chennai,SOP,Low,Training Issue,Closed,2024-12-03,Non-Compliant,37,Ointment,BT45342,Sneha,Follow SOP
CMP01054,2024-01-18,Abbott,R&D,Vizag,Validation,Medium,Material Issue,In Progress,2024-02-04,Non-Compliant,13,Capsule,BT23580,Ravi,
CMP01055,2025-04-01,GSK,Production,Bangalore,SOP,Medium,Training Issue,In Progress,2025-04-06,Non-Compliant,150,Syrup,BT86756,Priya,Requires Review
CMP01056,2024-02-08,Mylan,Production,Vizag,Validation,Low,Human Error,Open,2024-02-16,Compliant,150,Tablet,BT27873,Ravi,Requires Review
CMP01057,2025-04-17,Abbott,Warehouse,Hyderabad,Validation,High,Documentation Error,Open,2025-04-28,Compliant,150,Injection,BT82423,Anil,Requires Review
CMP01058,2024-09-22,Aurobindo Pharma,QC,Bangalore,SOP,Critical,Equipment Failure,Closed,2024-10-15,Compliant,-5,Capsule,BT14389,Priya,Requires Review
CMP01059,2024-11-13,Mylan,QC,Pune,Validation,Medium,Documentation Error,In Progress,2024-11-28,Compliant,-5,Injection,BT28463,Kiran,Follow SOP
CMP01060,2025-01-25,Lupin,Packaging,Hyderabad,Cleaning,Low,Training Issue,Open,2025-02-19,Compliant,39,Injection,BT17660,Priya,Requires Review
CMP01061,2025-07-03,Cipla,QC,Pune,Equipment,Low,Equipment Failure,Open,2025-07-29,Compliant,-5,Capsule,BT91737,Priya,NA
CMP01062,2024-05-19,Aurobindo Pharma,QA,Vizag,Equipment,High,Documentation Error,Closed,2024-05-20,Non-Compliant,-5,Tablet,BT97861,Sneha,Urgent
CMP01063,2025-01-08,Pfizer,Production,Vizag,Calibration,Critical,Human Error,Open,2025-02-07,Non-Compliant,150,Capsule,BT17346,Ravi,Requires Review
CMP01064,2024-08-24,Cipla,Packaging,Hyderabad,SOP,High,Material Issue,Closed,2024-09-17,Non-Compliant,-5,Tablet,BT21910,Sneha,Requires Review
CMP01065,2024-06-16,Lupin,QA,Chennai,Cleaning,High,Human Error,Closed,2024-07-08,Non-Compliant,150,Syrup,BT23876,Kiran,
CMP01066,2024-07-06,Abbott,QC,Vizag,Equipment,Low,Material Issue,Open,2024-08-05,Compliant,150,Ointment,BT15256,Kiran,Follow SOP
CMP01067,2025-01-29,Aurobindo Pharma,Packaging,Vizag,Cleaning,High,Material Issue,Open,2025-02-11,Compliant,13,Tablet,BT21265,Ravi,NA
CMP01068,2025-06-27,Mylan,Packaging,Hyderabad,Calibration,Low,Human Error,Closed,2025-07-12,Compliant,150,Tablet,BT92480,Priya,
CMP01069,2024-06-03,Abbott,Production,Hyderabad,SOP,High,Equipment Failure,Open,2024-06-15,Non-Compliant,-5,Injection,BT42738,Priya,
CMP01070,2025-04-10,Pfizer,QA,Bangalore,Validation,Low,Documentation Error,Open,2025-04-16,Compliant,-5,Tablet,BT80723,Priya,Requires Review
CMP01071,2024-10-23,Mylan,QC,Chennai,Equipment,Critical,Human Error,Closed,2024-11-02,Non-Compliant,3,Tablet,BT59045,Kiran,Urgent
CMP01072,2025-06-03,Mylan,QC,Vizag,Cleaning,Low,Documentation Error,In Progress,2025-06-25,Compliant,-5,Injection,BT64278,Priya,Follow SOP
CMP01073,2024-07-08,Dr. Reddy's,Warehouse,Pune,Equipment,Critical,Material Issue,Open,,Compliant,78,Tablet,BT95736,Anil,
CMP01074,2024-06-10,Sun Pharma,Packaging,Vizag,Validation,High,Training Issue,Closed,2024-06-15,Non-Compliant,150,Capsule,BT70722,Priya,Urgent
CMP01075,2024-06-25,Lupin,Packaging,Chennai,Validation,High,Human Error,In Progress,2024-07-22,Non-Compliant,13,Capsule,BT24020,Priya,
CMP01076,2024-02-11,Dr. Reddy's,QC,Vizag,Documentation,Medium,Training Issue,In Progress,2024-02-13,Non-Compliant,-5,Tablet,BT58822,Kiran,Requires Review
CMP01077,2025-03-21,Pfizer,Warehouse,Bangalore,Validation,Hgh,Material Issue,Open,2025-04-08,Non-Compliant,150,Capsule,BT98305,Ravi,NA
CMP01078,2025-02-01,Novartis,Packaging,Pune,Equipment,Critical,Documentation Error,In Progress,2025-02-07,Non-Compliant,-5,Tablet,BT88091,Sneha,Requires Review
CMP01079,2024-08-10,Aurobindo Pharma,R&D,Vizag,Documentation,Medium,Training Issue,In Progress,2024-08-20,Compliant,150,Capsule,BT90181,Anil,
CMP01080,2024-08-10,Dr. Reddy's,Production,Hyderabad,Cleaning,High,Material Issue,Closed,2024-09-05,Compliant,150,Ointment,BT89876,Kiran,
CMP01081,2024-10-11,Aurobindo Pharma,R&D,Pune,Cleaning,Low,Documentation Error,Open,,Compliant,91,Tablet,BT10705,Anil,Requires Review
CMP01082,2024-06-14,Cipla,QC,Bangalore,SOP,Medium,Material Issue,Open,2024-07-02,Compliant,-5,Capsule,BT64778,Kiran,Requires Review
CMP01083,2025-11-06,Novartis,Packaging,Vizag,SOP,Low,Equipment Failure,In Progress,2025-12-01,Compliant,-5,Syrup,BT98234,Priya,Requires Review
CMP01084,2025-05-10,Novartis,R&D,Vizag,Cleaning,Low,Documentation Error,Open,2025-05-24,Compliant,-5,Injection,BT24242,Ravi,NA
CMP01085,2024-07-13,GSK,R&D,Vizag,Equipment,Medium,Equipment Failure,Closed,2024-07-18,Compliant,150,Injection,BT12593,Sneha,Urgent
CMP01086,2025-05-19,GSK,Production,Chennai,Documentation,Low,Training Issue,Open,,Compliant,80,Syrup,BT89521,Sneha,Urgent
CMP01087,2024-04-29,Lupin,Packaging,Bangalore,Calibration,Low,Documentation Error,Open,2024-05-14,Compliant,-5,Capsule,BT61221,Sneha,Follow SOP
CMP01088,2025-12-13,Abbott,Warehouse,Vizag,Equipment,Critical,Material Issue,In Progress,2026-01-09,Compliant,150,Capsule,BT88950,Anil,Urgent
CMP01089,2025-10-05,Abbott,Production,Vizag,Validation,Critical,Documentation Error,Closed,2025-10-26,Non-Compliant,150,Ointment,BT91098,Sneha,Urgent
CMP01090,2024-01-23,Mylan,Production,Bangalore,Cleaning,Critical,Training Issue,Open,2024-02-10,Compliant,-5,Injection,BT24751,Sneha,Urgent
CMP01091,2024-09-05,Lupin,Warehouse,Chennai,Validation,High,Human Error,Closed,2024-09-15,Non-Compliant,41,Ointment,BT31845,Kiran,Urgent
CMP01092,2024-01-11,Novartis,QA,Pune,Equipment,Low,Material Issue,In Progress,2024-01-22,Compliant,-5,Capsule,BT45462,Kiran,Follow SOP
CMP01093,2025-01-02,Sun Pharma, production ,Bangalore,Cleaning,Medium,Training Issue,In Progress,2025-01-19,Compliant,-5,Syrup,BT44329,Ravi,
CMP01094,2024-12-21,Aurobindo Pharma,QA,Hyderabad,Calibration,Low,Training Issue,In Progress,2025-01-04,Non-Compliant,-5,Syrup,BT23346,Kiran,
CMP01095,2024-12-30,Mylan,QA,Vizag,Cleaning,Low,Material Issue,In Progress,2025-01-20,Non-Compliant,150,Ointment,BT16787,Kiran,Urgent
CMP01096,2024-01-20,Aurobindo Pharma,Production,Pune,Equipment,Critical,Human Error,Open,2024-02-10,Compliant,150,Injection,BT43038,Priya,
CMP01097,2025-09-01,Pfizer,Warehouse,Vizag,Equipment,Critical,Human Error,Closed,2025-09-03,Compliant,100,Tablet,BT52415,Anil,
CMP01098,2025-09-03,Mylan,Warehouse,Hyderabad,Equipment,Medium,Equipment Failure,Open,2025-09-17,Non-Compliant,57,Injection,BT75392,Anil,Urgent
CMP01099,2025-02-02,Dr. Reddy's,Packaging,Vizag,Validation,High,Equipment Failure,Closed,2025-02-12,Compliant,63,Capsule,BT47679,Anil,Follow SOP
CMP01100,2024-08-11,Dr. Reddy's, production ,Pune,SOP,Low,Equipment Failure,In Progress,2024-08-15,Non-Compliant,64,Syrup,BT45481,Kiran,
CMP01101,2024-09-09,Cipla,QC,Bangalore,SOP,High,Training Issue,Open,2024-09-29,Non-Compliant,-5,Injection,BT74127,Anil,
CMP01102,2024-03-27,Dr. Reddy's,Production,Bangalore,Cleaning,Low,Documentation Error,Closed,2024-04-11,Non-Compliant,61,Injection,BT93706,Priya,Follow SOP
CMP01103,2024-05-24,Mylan,Warehouse,Pune,SOP,High,Training Issue,Closed,2024-06-03,Compliant,150,Capsule,BT74006,Kiran,
CMP01104,2024-02-01,GSK,QA,Chennai,SOP,Low,Documentation Error,Open,2024-02-09,Non-Compliant,-5,Capsule,BT82983,Ravi,Follow SOP
CMP01105,2024-06-27,Pfizer,Packaging,Vizag,Documentation,Critical,Documentation Error,In Progress,2024-07-13,Non-Compliant,150,Capsule,BT52917,Priya,Urgent
CMP01106,2025-06-08,Dr. Reddy's,Production,Pune,Cleaning,Low,Documentation Error,Open,2025-06-10,Non-Compliant,76,Injection,BT39423,Priya,Urgent
CMP01107,2024-05-19,Mylan,Packaging,Chennai,Validation,High,Material Issue,Open,2024-06-07,Compliant,15,Ointment,BT88063,Kiran,Follow SOP
CMP01108,2025-05-06,Dr. Reddy's,Packaging,Chennai,Validation,Low,Documentation Error,In Progress,2025-05-14,Non-Compliant,37,Injection,BT61100,Anil,
CMP01109,2025-06-13,Abbott,Packaging,Bangalore,Calibration,Critical,Material Issue,Closed,2025-06-23,Compliant,-5,Tablet,BT87638,Ravi,Requires Review
CMP01110,2024-05-26,Cipla,Warehouse,Bangalore,Validation,Critical,Material Issue,Open,2024-05-29,Non-Compliant,150,Tablet,BT53013,Kiran,
CMP01111,2024-11-02,Cipla,QC,Chennai,Cleaning,High,Material Issue,Open,2024-12-02,Compliant,-5,Capsule,BT93649,Ravi,Requires Review
CMP01112,2025-06-24,Abbott,QC,Chennai,Documentation,Critical,Training Issue,Closed,2025-07-11,Compliant,-5,Ointment,BT96073,Kiran,Requires Review
CMP01113,2024-04-17,Aurobindo Pharma,Warehouse,Bangalore,Documentation,Low,Training Issue,In Progress,2024-05-02,Compliant,-5,Syrup,BT11558,Anil,Requires Review
CMP01114,2024-05-09,Aurobindo Pharma,Warehouse,Chennai,SOP,Low,Material Issue,Closed,2024-05-31,Non-Compliant,-5,Injection,BT55817,Ravi,Requires Review
CMP01115,2025-03-12,Dr. Reddy's,Packaging,Hyderabad,Equipment,Low,Training Issue,Open,2025-03-14,Compliant,39,Syrup,BT37077,Sneha,NA
CMP01116,2024-12-17,Pfizer,R&D,Chennai,Calibration,Critical,Material Issue,Closed,2025-01-16,Compliant,150,Capsule,BT91091,Ravi,NA
CMP01117,2025-10-03,Lupin,Packaging,Pune,Calibration,High,Equipment Failure,Open,2025-10-14,Non-Compliant,150,Capsule,BT86648,Sneha,
CMP01118,2024-07-09,Cipla,QC,Chennai,SOP,Low,Documentation Error,Closed,2024-07-21,Compliant,59,Capsule,BT81395,Kiran,Urgent
CMP01119,2025-10-27,Lupin,Warehouse,Hyderabad,Calibration,Low,Documentation Error,Open,2025-11-09,Compliant,-5,Syrup,BT52379,Priya,Follow SOP
CMP01120,2025-07-02,GSK,R&D,Chennai,Documentation,High,Equipment Failure,Closed,2025-07-30,Compliant,150,Capsule,BT73780,Sneha,Requires Review
CMP01121,2025-03-08,Aurobindo Pharma,Packaging,Chennai,Equipment,Low,Equipment Failure,Open,2025-03-13,Non-Compliant,74,Syrup,BT74919,Sneha,Follow SOP
